Time,CH1_mV,CH2_mV
34.575,-0.015232,-0.014974
34.58,0.004904,0.014464
34.585,-0.006465,-0.002977
34.59,-0.005998,-0.011012
34.595,0.006743,0.000485
34.6,0.007395,-0.000976
34.605,-0.002509,0.010367
34.61,-0.00844,0.006887
34.615,-0.008596,0.006363
34.62,0.009197,-0.003172
34.625,0.035228,0.004029
34.63,0.019869,-0.011227
34.635,0.044982,0.004874
34.64,0.014229,-0.00445
34.645,-0.005762,0.004537
34.65,0.002109,0.011602
34.655,0.018841,0.005001
34.66,0.022132,0.006005
34.665,0.015529,-0.002383
34.67,0.002065,-0.001623
34.675,0.001065,0.005152
34.68,-0.004261,0.014211
34.685,0.011167,-0.005329
34.69,-0.002081,0.019929
34.695,0.010694,-0.013411
34.7,-0.006666,-0.005515
34.705,-0.003034,-0.007946
34.71,1.5e-05,0.005161
34.715,-0.024422,-0.014562
34.72,-0.014565,0.006551
34.725,0.018397,-0.007336
34.73,-0.021502,0.015543
34.735,-0.001967,0.00342
34.74,-0.021113,0.005287
34.745,0.014467,-0.000119
34.75,-0.008229,0.002788
34.755,0.00042,0.011425
34.76,0.022409,0.011804
34.765,-0.000111,0.010672
34.77,0.014664,0.008145
34.775,0.003218,-0.017736
34.78,-0.004199,-0.00025
34.785,0.032568,0.003669
34.79,0.005032,-0.012254
34.795,0.012218,0.005947
34.8,0.00055,-0.004327
34.805,0.009506,0.010251
34.81,-0.017394,-0.003319
34.815,0.008529,-0.013767
34.82,-0.00804,0.001825
34.825,0.02349,0.003036
34.83,0.023109,-0.002519
34.835,-0.009634,0.001501
34.84,0.015893,0.002895
34.845,0.000367,0.011131
34.85,0.000797,0.004041
34.855,0.028956,0.005978
34.86,-0.011861,0.009422
34.865,-0.002026,0.008341
34.87,0.002932,-0.005886
34.875,-0.000957,-0.002148
34.88,-0.008716,-0.00252
34.885,-0.018021,-0.002424
34.89,-0.009712,0.008311
34.895,-0.010369,0.00328
34.9,0.007469,0.00094
34.905,0.009986,0.000229
34.91,-0.014481,-0.017838
34.915,0.004672,0.009661
34.92,0.014828,-0.020151
34.925,-0.010668,0.002843
34.93,-0.013861,0.003829
34.935,0.0027,-0.003634
34.94,-0.015737,-0.006218
34.945,0.011294,-0.013556
34.95,-0.003784,0.000399
34.955,0.015113,-0.001284
34.96,-0.011548,0.003888
34.965,-0.009677,0.011677
34.97,0.000855,-0.017797
34.975,0.018989,0.004164
34.98,-0.00387,-0.00446
34.985,-4.3e-05,0.001992
34.99,-0.01118,-0.010983
34.995,-0.034389,-0.006486
35.0,0.021631,0.00656
35.005,0.001356,-0.019735
35.01,0.011357,0.000144
35.015,0.000947,-0.002871
35.02,0.004481,-0.007857
35.025,0.013577,-0.004311
35.03,-0.013934,-0.01107
35.035,-0.010896,-0.016831
35.04,-0.004083,0.009921
35.045,0.002592,0.008036
35.05,-0.001109,0.007252
35.055,0.010016,0.014917
35.06,-0.016397,-0.007441
35.065,-0.002431,0.000571
35.07,0.008094,0.009143
35.075,0.016605,0.001847
35.08,-0.008905,-0.001546
35.085,0.012086,0.012411
35.09,-0.004657,-0.003215
35.095,0.025215,-0.006205
35.1,0.000115,-0.013019
35.105,0.003072,-0.010717
35.11,0.038008,-0.003847
35.115,-0.027246,-0.018386
35.12,0.011691,-0.017904
35.125,0.010057,-0.005252
35.13,-0.029457,0.00621
35.135,0.017514,-0.005749
35.14,-0.002098,0.000588
35.145,-0.000262,0.003099
35.15,0.024012,0.010687
35.155,0.017399,0.006874
35.16,0.007637,0.002967
35.165,-0.022342,-0.009508
35.17,0.007111,-0.003221
35.175,0.021029,-0.005168
35.18,0.004332,0.000974
35.185,-0.001302,0.017705
35.19,-0.002557,0.002443
35.195,0.005674,0.007415
35.2,-0.012345,-0.003089
35.205,0.01834,-0.005411
35.21,-0.005618,-0.004761
35.215,0.021415,-0.006662
35.22,-0.007768,0.005415
35.225,0.017109,0.002161
35.23,0.020298,0.001429
35.235,0.015284,-0.000685
35.24,-0.013889,0.007725
35.245,-0.021672,-0.006871
35.25,-0.015319,-0.001563
35.255,0.009555,0.007243
35.26,0.003468,-0.00941
35.265,0.000241,-0.000473
35.27,0.014656,-0.009953
35.275,-0.010635,0.015331
35.28,0.037584,0.002787
35.285,0.014585,0.018991
35.29,0.014468,0.004963
35.295,0.023117,0.010131
35.3,0.030151,0.025697
35.305,0.022062,0.011787
35.31,0.028298,0.009924
35.315,0.01122,0.006441
35.32,-0.007881,0.010441
35.325,0.032227,0.017563
35.33,0.025196,0.004485
35.335,0.047082,0.008043
35.34,0.03922,0.02177
35.345,0.047112,-0.002204
35.35,0.021639,0.005393
35.355,0.034726,0.033819
35.36,0.03697,0.042567
35.365,0.068897,0.038213
35.37,0.073046,0.051538
35.375,0.106398,0.040932
35.38,0.11402,0.051839
35.385,0.103743,0.03402
35.39,0.126088,0.05347
35.395,0.145578,0.032407
35.4,0.128482,0.080507
35.405,0.16739,0.087708
35.41,0.204939,0.082866
35.415,0.186226,0.083791
35.42,0.177823,0.093798
35.425,0.189122,0.082688
35.43,0.192914,0.091814
35.435,0.269168,0.095483
35.44,0.205642,0.135488
35.445,0.192573,0.11584
35.45,0.262647,0.152949
35.455,0.306244,0.143144
35.46,0.294219,0.113854
35.465,0.2533,0.136645
35.47,0.287577,0.157001
35.475,0.285351,0.108413
35.48,0.322044,0.156259
35.485,0.278127,0.152048
35.49,0.263485,0.148856
35.495,0.318689,0.141159
35.5,0.254507,0.175971
35.505,0.239728,0.133929
35.51,0.31426,0.083235
35.515,0.295531,0.136514
35.52,0.337242,0.135537
35.525,0.339745,0.137481
35.53,0.30439,0.108724
35.535,0.300202,0.138238
35.54,0.272606,0.078578
35.545,0.292309,0.153566
35.55,0.228874,0.135107
35.555,0.259981,0.127788
35.56,0.246161,0.112483
35.565,0.234228,0.113376
35.57,0.229671,0.074261
35.575,0.232681,0.071667
35.58,0.160815,0.102285
35.585,0.186788,0.107612
35.59,0.209852,0.104364
35.595,0.112224,0.063538
35.6,0.147454,0.049764
35.605,0.150331,0.049705
35.61,0.110255,0.052291
35.615,0.117969,0.042959
35.62,0.106029,0.053056
35.625,0.104757,0.031552
35.63,0.072542,0.032875
35.635,0.075875,0.047638
35.64,0.069453,0.018045
35.645,0.075349,0.04595
35.65,0.062801,0.017464
35.655,0.046406,0.004999
35.66,0.026996,0.031825
35.665,0.046482,0.010689
35.67,0.065113,0.004496
35.675,0.030856,0.006292
35.68,0.044514,0.019165
35.685,0.017794,0.006845
35.69,0.025872,-0.004116
35.695,0.023754,0.015967
35.7,0.031636,-0.006568
35.705,-0.006659,0.011198
35.71,0.03039,-0.004749
35.715,0.001386,0.016347
35.72,0.005147,0.014344
35.725,0.012254,0.003126
35.73,0.004833,-0.007288
35.735,0.027252,-0.009084
35.74,0.00908,0.007764
35.745,0.045796,-0.003309
35.75,-0.01883,0.012565
35.755,0.019897,-0.000389
35.76,-0.028405,-0.00994
35.765,0.00239,-0.000824
35.77,0.023863,0.002086
35.775,0.025482,0.01485
35.78,-0.008365,-0.011
35.785,-0.001108,0.001245
35.79,-0.01824,0.013068
35.795,0.002161,0.012777
35.8,-0.003726,-0.003145
35.805,-0.015371,0.001211
35.81,-0.006064,-0.005016
35.815,-0.023911,-0.009933
35.82,0.008332,0.01638
35.825,-0.007777,0.003635
35.83,0.034774,-0.008561
35.835,0.002707,0.000915
35.84,0.021992,-0.002543
35.845,0.021614,0.001194
35.85,0.00561,0.002257
35.855,0.001944,0.008047
35.86,0.016717,0.008157
35.865,0.002381,-0.011143
35.87,0.003658,-0.01672
35.875,-0.002261,0.005301
35.88,-0.006368,-0.00408
35.885,-0.018401,-0.002176
35.89,-0.004966,-0.003769
35.895,-0.01657,-0.013498
35.9,0.005176,-0.010004
35.905,-0.02898,-0.008995
35.91,0.025168,0.017099
35.915,0.001242,-0.009386
35.92,-0.025014,-0.008804
35.925,0.018858,-0.001767
35.93,0.011493,-0.005766
35.935,-0.013159,0.002195
35.94,-0.016069,0.00271
35.945,0.008147,0.006397
35.95,0.018424,0.008526
35.955,-0.003891,0.013448
35.96,-0.008611,0.002452
35.965,-0.010084,0.011488
35.97,0.024421,-0.014975
35.975,-0.000821,0.00529
35.98,-0.004688,0.011108
35.985,0.001437,-0.00511
35.99,0.008033,-0.007927
35.995,0.024265,0.001844
36.0,0.028618,-0.00967
36.005,-0.031068,0.013143
36.01,-0.009999,0.00174
36.015,0.019103,0.014632
36.02,-0.009215,0.001172
36.025,0.009996,0.010945
36.03,-0.011297,0.014095
36.035,0.000353,-0.000979
36.04,0.015412,0.006427
36.045,0.026022,-0.006206
36.05,0.009397,0.013937
36.055,-0.002285,-0.007257
36.06,0.010256,0.007879
36.065,-0.026872,0.014918
36.07,0.023727,-0.00816
36.075,-0.012013,0.008198
36.08,0.013013,0.003367
36.085,-0.021448,-0.005918
36.09,0.006233,-0.001385
36.095,-0.036322,-0.012216
36.1,-0.022224,-0.012323
36.105,0.005438,-0.00316
36.11,0.002576,-0.003882
36.115,0.002413,0.003778
36.12,0.018059,-0.01129
36.125,0.00391,0.018243
36.13,0.001353,-0.003183
36.135,-0.00907,-0.002823
36.14,0.00563,0.000785
36.145,-0.011788,0.003687
36.15,0.037466,0.002314
36.155,-0.00094,0.015519
36.16,0.006367,-0.000321
36.165,-0.026299,-0.000461
36.17,-0.012362,-0.00337
36.175,-0.007311,0.017583
36.18,0.012299,0.01002
36.185,-0.019718,0.002651
36.19,-0.026919,-0.008874
36.195,-0.006782,0.002785
36.2,-0.001673,0.02502
36.205,0.001554,-0.010277
36.21,-0.004118,-0.025158
36.215,0.004817,-0.011588
36.22,0.010737,0.008792
36.225,0.009237,-0.017182
36.23,0.02805,0.010689
36.235,-0.000886,-0.003784
36.24,-0.000225,0.003045
36.245,-0.011496,0.010302
36.25,-0.008152,-0.00454
36.255,0.006872,0.010263
36.26,-0.011551,0.025447
36.265,0.005085,-0.015785
36.27,-0.016902,0.004638
36.275,0.008201,-0.005051
36.28,0.005937,-0.004143
36.285,-0.015031,-0.001908
36.29,-0.002714,0.01243
36.295,0.015414,0.002564
36.3,0.006542,0.011823
36.305,0.050285,-0.002167
36.31,0.02686,-0.014626
36.315,-0.018877,-0.000267
36.32,0.012852,-0.001765
36.325,0.00469,0.022321
36.33,0.006262,-0.013482
36.335,0.008983,-0.008263
36.34,0.003028,0.002376
36.345,-0.008203,0.009383
36.35,-0.011342,0.002758
36.355,0.013477,0.002927
36.36,-0.010201,-0.006376
36.365,-0.009923,0.007578
36.37,0.002602,0.006112
36.375,0.009105,-0.011978
36.38,-0.013065,-0.002286
36.385,0.000702,-0.004738
36.39,-0.023251,0.000645
36.395,-0.002699,-0.014702
36.4,-0.02546,-0.012346
36.405,0.005069,0.002446
36.41,0.021072,0.010222
36.415,0.006245,-0.001606
36.42,0.002935,-0.000169
36.425,-0.00594,0.007363
36.43,0.021236,-0.005357
36.435,0.022032,0.005182
36.44,0.001619,0.001911
36.445,-0.002966,-0.009423
36.45,0.00281,0.018351
36.455,0.021154,-0.006403
36.46,0.008117,0.003116
36.465,0.006232,1.7e-05
36.47,0.010627,0.00806
36.475,-0.010395,0.016366
36.48,-0.027841,-0.008156
36.485,0.008186,0.002142
36.49,-0.023854,0.009047
36.495,0.005312,-0.001977
36.5,0.007992,0.004464
36.505,-0.001818,-0.006243
36.51,0.02826,-0.018027
36.515,-0.012878,-0.012578
36.52,-0.001286,0.014147
36.525,-0.002827,-0.001718
36.53,-0.007603,0.024462
36.535,-0.025498,0.000822
36.54,-0.008217,-0.0185
36.545,-0.018484,0.002861
36.55,0.021352,-0.006617
36.555,-0.0121,-0.005111
36.56,0.010693,0.00127
36.565,3.5e-05,-0.003688
36.57,0.014952,0.00061
36.575,0.020179,-0.00369
36.58,0.025364,-0.003244
36.585,0.022891,0.001173
36.59,-0.001023,-0.000369
36.595,-0.02045,0.019216
36.6,0.011448,-0.007323
36.605,-0.023216,-0.000631
36.61,0.000355,-0.003641
36.615,-0.020306,-0.003727
36.62,0.03157,-0.013383
36.625,0.01357,-0.000541
36.63,-0.023685,-0.013987
36.635,0.013703,-0.002355
36.64,0.000701,-0.007458
36.645,-0.013621,0.009219
36.65,0.008599,0.007537
36.655,0.004737,0.001502
36.66,0.018969,-0.002931
36.665,-0.019049,-0.006735
36.67,-0.012705,0.006336
36.675,0.023987,-0.009592
36.68,0.017597,0.004542
36.685,-0.003505,-0.011152
36.69,0.022249,0.004217
36.695,0.0009,0.011403
36.7,-0.002423,0.015014
36.705,-0.007809,-0.024485
36.71,-0.010216,-0.011069
36.715,-0.004797,0.012797
36.72,0.014155,-0.002223
36.725,0.000175,0.000737
36.73,-0.014568,0.000563
36.735,0.005069,-0.004773
36.74,-0.004956,0.006185
36.745,-0.018905,-0.013918
36.75,0.009301,0.003056
36.755,-0.008366,0.005272
36.76,0.00769,-0.003782
36.765,0.014658,0.007656
36.77,0.002154,0.003249
36.775,0.014068,0.022352
36.78,-0.002512,-0.005438
36.785,0.003143,-0.008316
36.79,0.003524,-0.00299
36.795,-0.000306,-0.00254
36.8,0.030856,0.005259
36.805,-0.019874,0.007095
36.81,-0.000985,0.000834
36.815,0.00168,-0.012429
36.82,0.015346,-0.006179
36.825,0.000379,0.005726
36.83,0.005288,-0.002466
36.835,-0.008254,0.004404
36.84,0.022551,0.017288
36.845,-0.004455,0.014766
36.85,0.032818,-0.005958
36.855,-0.024199,0.004518
36.86,0.019121,-0.000319
36.865,0.016326,-0.001235
36.87,0.018579,-0.015518
36.875,0.017144,0.007026
36.88,-0.013098,-0.005823
36.885,0.002292,0.002678
36.89,0.010644,-0.002146
36.895,-0.014771,-0.018192
36.9,0.009138,-0.019875
36.905,0.009089,0.007463
36.91,-0.005984,-0.000521
36.915,-0.01626,0.002643
36.92,0.019949,0.002078
36.925,0.016275,7.5e-05
36.93,0.011596,0.004963
36.935,0.012446,0.013464
36.94,-0.009,-0.00198
36.945,-0.034248,0.010491
36.95,0.021714,0.010376
36.955,-0.001405,-0.006051
36.96,-0.019794,0.017559
36.965,0.004053,-0.011851
36.97,0.020276,-0.008595
36.975,-0.007536,-0.011895
36.98,-0.023618,0.006963
36.985,-0.010337,-0.000136
36.99,-0.013104,0.009137
36.995,0.017423,0.006534
37.0,-0.009618,0.015357
37.005,-0.0062,-0.010491
37.01,-0.001903,-0.004264
37.015,-0.004246,-0.00104
37.02,0.044544,0.00972
37.025,-0.005883,0.006208
37.03,-0.026608,-0.003962
37.035,-0.008313,-0.004236
37.04,-0.013911,-0.002852
37.045,0.016729,-0.004206
37.05,-0.027975,-0.010542
37.055,0.003992,-0.007586
37.06,0.012569,-0.002071
37.065,0.006362,0.00148
37.07,-0.009066,-0.00053
37.075,0.000224,-0.005954
37.08,0.017906,0.004211
37.085,-0.013953,-0.008205
37.09,-0.020226,-0.01353
37.095,0.002958,0.014606
37.1,0.006395,0.006315
37.105,-0.002973,0.011388
37.11,-0.001858,0.00678
37.115,0.016888,0.012245
37.12,-0.007143,-0.000751
37.125,-0.032723,0.011734
37.13,-0.012977,0.010471
37.135,0.000712,0.001352
37.14,0.014758,0.01003
37.145,0.004055,0.000222
37.15,0.001266,0.003114
37.155,0.02136,-0.00594
37.16,0.001539,0.005203
37.165,-0.003632,-0.011488
37.17,0.004618,-0.004211
37.175,0.007968,-0.005258
37.18,-0.000875,-0.00285
37.185,0.001333,-0.005216
37.19,0.011286,0.005013
37.195,0.010972,0.002227
37.2,0.007419,0.014311
37.205,0.006249,-0.008191
37.21,0.002903,-0.006981
37.215,0.007818,-0.009743
37.22,-0.020001,0.017
37.225,0.015339,0.007039
37.23,0.003888,0.002832
37.235,0.008823,0.000853
37.24,-0.012682,-0.005999
37.245,0.016974,-0.010173
37.25,-0.000817,-0.01125
37.255,-0.0148,0.009487
37.26,0.005655,-0.004522
37.265,-0.000107,-0.012304
37.27,0.019252,0.011952
37.275,-0.002473,0.019144
37.28,-0.00142,-0.01853
37.285,0.013551,0.004037
37.29,0.010178,0.011027
37.295,0.003211,-0.006388
37.3,0.012741,0.007829
37.305,-0.014342,-6.5e-05
37.31,-0.013466,-0.003372
37.315,0.015614,-0.016123
37.32,0.013923,-0.006105
37.325,0.000624,-0.021047
37.33,-0.017291,0.010402
37.335,0.005687,-0.001788
37.34,-0.014962,-0.000763
37.345,-0.00823,0.006492
37.35,-0.005855,0.016515
37.355,-0.000652,0.014603
37.36,-0.014858,0.003852
37.365,0.02261,-0.001933
37.37,-0.007675,-0.003951
37.375,0.002464,0.010255
37.38,0.021622,0.000774
37.385,-0.011802,0.00768
37.39,0.006269,0.004421
37.395,0.020556,0.015483
37.4,0.009288,0.005632
37.405,0.006324,0.005568
37.41,-0.006913,0.002887
37.415,0.006535,-0.008074
37.42,-0.013055,-0.012729
37.425,-0.000892,0.005697
37.43,-0.01258,-0.017587
37.435,-0.024483,-0.018805
37.44,-0.01709,-0.002457
37.445,0.036626,-0.002103
37.45,-0.018187,-0.01106
37.455,0.007675,-0.002396
37.46,0.000805,0.008617
37.465,0.00271,-0.003798
37.47,-0.018321,-0.008966
37.475,-0.000862,0.006675
37.48,-0.005878,0.006275
37.485,0.025949,0.01937
37.49,0.036303,-0.001626
37.495,0.009515,-0.001041
37.5,-0.003432,0.002575
37.505,-0.010497,-0.001409
37.51,-0.00068,0.006708
37.515,0.010876,-0.016687
37.52,0.000348,0.004042
37.525,0.014744,-0.016751
37.53,-0.015048,-0.001849
37.535,-0.016773,0.011343
37.54,-0.011502,0.008186
37.545,-0.004651,-0.022048
37.55,-0.010925,-0.003082
37.555,-0.008019,0.009606
37.56,-0.027219,-0.011015
37.565,0.003485,-0.007554
37.57,0.004468,-0.021322
37.575,-0.023918,-0.018254
37.58,-0.007109,0.005693
37.585,-0.011664,0.008206
37.59,0.009353,-0.007809
37.595,0.018303,-0.005631
37.6,-0.038398,-0.000449
37.605,0.009453,0.002661
37.61,-0.001154,0.003985
37.615,-0.007973,0.008008
37.62,-0.031975,-0.004833
37.625,-0.030665,-0.010045
37.63,0.030871,-0.008624
37.635,-0.002226,0.004015
37.64,-0.013814,0.014176
37.645,-0.010916,-0.005009
37.65,0.01826,-0.004824
37.655,-0.023086,0.01162
37.66,0.012228,0.017822
37.665,0.001084,0.010964
37.67,0.008074,-0.000651
37.675,-0.016098,0.011729
37.68,0.011751,-0.000627
37.685,-0.026142,0.015403
37.69,-0.011697,0.033968
37.695,0.020839,-0.004164
37.7,-0.009797,-0.003781
37.705,0.028503,-0.014312
37.71,0.005157,-0.007733
37.715,-0.00525,0.007852
37.72,-0.001003,-0.003323
37.725,-0.009663,-0.002863
37.73,0.001367,-0.0071
37.735,0.021989,-0.003661
37.74,0.018421,0.001401
37.745,-0.002983,-0.004697
37.75,0.025919,-0.006823
37.755,0.007271,-0.002675
37.76,0.010466,0.006573
37.765,-0.006294,-0.001334
37.77,0.011102,-0.00334
37.775,0.007899,0.007899
37.78,0.011919,-0.001544
37.785,0.012702,-0.006462
37.79,0.022252,-0.009967
37.795,-0.001773,0.019245
37.8,-0.01323,-0.012218
37.805,0.016776,0.003526
37.81,-0.005592,-0.004672
37.815,-0.016484,-0.014753
37.82,0.018175,0.001944
37.825,0.008841,-0.019536
37.83,0.004553,-0.006414
37.835,-0.015492,0.00374
37.84,-0.013415,-0.004721
37.845,-0.00434,0.005775
37.85,-0.007146,0.00097
37.855,0.018319,-0.00764
37.86,0.024375,0.004903
37.865,-0.008475,-0.017489
37.87,0.013562,-0.021381
37.875,0.031722,0.008819
37.88,-0.014608,0.010705
37.885,-0.002498,-0.002563
37.89,0.008504,0.00091
37.895,0.005822,-0.004918
37.9,0.008948,0.006196
37.905,-0.009388,0.013346
37.91,0.007139,-0.001701
37.915,0.012522,0.001401
37.92,0.022556,-0.003098
37.925,0.023984,0.015675
37.93,0.001509,-0.012231
37.935,-0.004448,-0.003062
37.94,0.032772,-0.000899
37.945,0.003172,0.0063
37.95,-0.010022,-0.006469
37.955,0.014686,0.014247
37.96,0.010743,0.01428
37.965,-0.007763,-0.003807
37.97,-0.004389,-0.019467
37.975,0.002928,-0.008972
37.98,-0.007529,-0.025558
37.985,-0.019011,0.016936
37.99,-0.005606,-0.00583
37.995,0.00088,0.006056
38.0,-0.016421,-0.013223
38.005,-0.021763,0.005462
38.01,0.0067,0.011303
38.015,-0.000624,-0.000335
38.02,-0.011126,0.008565
38.025,-0.011057,-0.019882
38.03,0.01284,-0.015207
38.035,0.001649,0.007085
38.04,-0.015993,0.00528
38.045,0.01663,-0.001971
38.05,0.003986,0.001725
38.055,0.004529,-0.000456
38.06,0.007854,0.012627
38.065,0.001796,-0.004931
38.07,-0.008804,-0.000209
38.075,0.0089,-0.007796
38.08,0.014196,0.006756
38.085,0.003831,0.003808
38.09,-0.022704,-0.019464
38.095,0.010556,-0.000867
38.1,0.021959,-0.003491
38.105,-0.006433,-0.004691
38.11,0.025106,0.010569
38.115,-0.014473,-0.016604
38.12,-0.021569,0.00625
38.125,-0.002264,0.019755
38.13,0.003139,-0.011217
38.135,-0.011304,0.01495
38.14,0.006999,0.005033
38.145,0.010296,-0.001315
38.15,-0.003137,-0.005365
38.155,0.032181,-0.006632
38.16,-0.02126,-0.000745
38.165,0.000343,-0.008308
38.17,0.013824,-0.000166
38.175,0.029587,-0.001192
38.18,-0.02182,-0.006412
38.185,-0.011611,-0.013089
38.19,0.006009,-0.004828
38.195,0.014766,-0.002636
38.2,-0.019925,0.012949
38.205,-0.034892,-0.021282
38.21,0.005308,0.014176
38.215,0.009048,-0.00437
38.22,0.021163,-0.01065
38.225,-0.026621,0.002379
38.23,0.019795,0.005876
38.235,-0.011707,-0.001569
38.24,-0.007064,-0.010639
38.245,0.008723,0.004484
38.25,-0.013001,0.000788
38.255,0.022808,-0.019159
38.26,0.003031,-0.014412
38.265,-0.00111,0.001477
38.27,-0.005663,-0.005948
38.275,-0.01142,0.006681
38.28,0.024595,0.006176
38.285,-0.00557,-0.006187
38.29,0.008014,-0.009988
38.295,-0.003596,0.002706
38.3,-0.003243,-0.017555
38.305,0.012612,0.002445
38.31,-0.024418,-0.007495
38.315,0.020309,-0.00568
38.32,-0.01073,0.007784
38.325,-0.001073,-0.0038
38.33,-0.030709,-0.009047
38.335,-0.008685,0.008848
38.34,0.034713,0.002468
38.345,0.020126,0.008672
38.35,-0.008646,-0.003782
38.355,-0.00815,0.011354
38.36,-0.006008,0.004984
38.365,-0.000482,4.6e-05
38.37,0.007474,0.005803
38.375,-0.008073,0.002345
38.38,0.020853,0.001306
38.385,-0.003893,-0.00367
38.39,-0.000858,-0.0043
38.395,-0.012603,0.022244
38.4,-0.022555,-0.007258
38.405,-0.032858,0.010309
38.41,-0.015191,0.00702
38.415,-0.00921,-0.008153
38.42,-0.016691,-0.004931
38.425,0.001931,0.005865
38.43,-0.017222,0.000683
38.435,0.017847,0.006532
38.44,0.001024,-0.005274
38.445,-0.012984,-0.01224
38.45,0.037335,0.004476
38.455,-0.012989,-0.024268
38.46,-0.016627,-0.002461
38.465,-0.013435,-0.002584
38.47,0.018967,-0.019743
38.475,0.021234,-0.005532
38.48,0.018796,-0.009091
38.485,-0.00268,0.004616
38.49,0.021564,0.00934
38.495,-0.004606,0.005685
38.5,0.021464,-0.004273
38.505,0.004741,-0.01388
38.51,0.003222,0.004693
38.515,0.007308,0.001438
38.52,0.026138,0.0081
38.525,0.002665,-0.011405
38.53,-0.034158,0.021892
38.535,-0.015272,-0.004258
38.54,0.015116,-0.005404
38.545,-0.000178,-0.000474
38.55,-0.016923,0.006123
38.555,-0.010226,0.005244
38.56,-0.008129,-0.009214
38.565,-0.015884,0.007601
38.57,-0.028347,-0.012513
38.575,0.004854,-0.00286
38.58,0.005984,-0.009029
38.585,-0.013219,0.012529
38.59,0.028967,0.004161
38.595,0.014999,0.002105
38.6,-0.014016,0.012363
38.605,-0.004083,0.000515
38.61,-0.002785,-0.027106
38.615,-0.019056,-0.005502
38.62,0.015749,-0.002494
38.625,0.016417,0.009044
38.63,-0.00479,-0.004399
38.635,-0.003547,-0.006694
38.64,0.006323,0.014817
38.645,-0.019888,-0.008837
38.65,0.005985,0.008376
38.655,0.004693,0.005035
38.66,-0.00873,0.003515
38.665,-0.013639,0.028159
38.67,0.012514,-0.010992
38.675,0.018057,-0.007001
38.68,-0.018136,-0.004751
38.685,-0.007668,0.008595
38.69,0.013709,-0.004831
38.695,-0.011581,0.003363
38.7,-0.005656,0.006817
38.705,0.027645,-0.013192
38.71,-0.000377,-0.008567
38.715,-0.000271,0.003889
38.72,0.016442,-0.008318
38.725,-0.027258,0.014
38.73,-0.021256,-0.00888
38.735,0.001111,0.015623
38.74,0.007547,-0.006262
38.745,-0.010241,0.002176
38.75,0.022509,-0.01393
38.755,-0.001586,0.01217
38.76,-0.009841,-0.013084
38.765,-0.007812,-0.002114
38.77,0.012782,0.002636
38.775,-0.017935,0.006561
38.78,-0.034724,0.003365
38.785,0.022246,-0.00109
38.79,-0.02518,-0.003551
38.795,-0.029352,-0.00277
38.8,-0.001396,0.007513
38.805,0.00151,0.000767
38.81,0.015361,-0.008025
38.815,0.015839,0.011116
38.82,0.012833,0.007557
38.825,0.012853,0.002393
38.83,0.014622,-0.007154
38.835,0.007453,0.013203
38.84,0.003093,-0.009398
38.845,-0.019616,0.002272
38.85,0.004923,-0.004011
38.855,0.000155,0.00296
38.86,-0.00281,0.010484
38.865,-0.011558,0.021665
38.87,0.012284,0.011034
38.875,-0.025506,-0.007559
38.88,0.015462,0.012692
38.885,-0.005009,0.004262
38.89,0.018327,0.010744
38.895,-0.028798,0.004741
38.9,0.012109,-0.009236
38.905,-0.008065,-0.003649
38.91,-0.018333,-0.006956
38.915,0.020625,-0.021792
38.92,-0.014957,-0.003617
38.925,0.011731,-0.021233
38.93,-0.027857,-0.015263
38.935,-0.000988,0.009433
38.94,-0.003477,0.007395
38.945,-0.006934,0.008763
38.95,0.00918,0.003601
38.955,-0.013943,-0.002514
38.96,0.00944,-0.005547
38.965,0.011425,0.017175
38.97,0.012267,0.012462
38.975,0.019496,0.01488
38.98,0.005629,0.010404
38.985,0.006252,0.009327
38.99,-0.001623,-0.001615
38.995,0.001854,0.010877
39.0,-0.015605,-0.005672
39.005,-0.009425,-0.016835
39.01,-0.022138,0.011264
39.015,0.001888,-0.002249
39.02,0.011557,-0.028897
39.025,-0.013752,-0.012808
39.03,0.015542,-0.007811
39.035,-0.004792,0.016422
39.04,0.008362,-0.001459
39.045,0.002192,-0.004081
39.05,-0.009044,-0.009862
39.055,0.004201,-0.002339
39.06,-0.004035,0.031645
39.065,-0.009257,0.018174
39.07,0.010081,0.002585
39.075,0.007758,-0.018256
39.08,0.008472,-0.001944
39.085,0.008177,-0.012584
39.09,-0.002829,0.009776
39.095,0.010492,0.015153
39.1,-0.003174,-0.016611
39.105,0.000551,-0.006651
39.11,0.032082,0.023797
39.115,-0.007808,-0.005115
39.12,0.005281,0.00406
39.125,-0.037692,0.017952
39.13,0.00661,0.020026
39.135,0.001342,0.006982
39.14,-0.000386,0.011239
39.145,0.020975,0.006337
39.15,-0.007607,-0.00927
39.155,-0.033553,0.006302
39.16,0.029459,0.001323
39.165,0.010743,0.008881
39.17,-0.019274,-0.010625
39.175,-0.012781,0.019627
39.18,0.011348,0.002813
39.185,-0.003492,0.002473
39.19,0.00863,-0.002213
39.195,0.00238,0.013107
39.2,0.003388,-0.018263
39.205,0.001742,0.002132
39.21,-0.004382,0.022168
39.215,0.001221,-0.002983
39.22,-0.016086,-0.002767
39.225,0.025391,-0.005909
39.23,0.009785,-0.016629
39.235,0.002367,-0.000903
39.24,-0.008582,0.001693
39.245,0.013867,0.015281
39.25,-0.008201,0.019899
39.255,0.025688,0.006593
39.26,-0.005804,-0.021934
